-33.438,-70.65
-15.814,-47.89
-2.172,-79.9
-22.8,-43.04
-22.91,-43.07
-33.45,-70.667
-22.75,-43.5
-25.334,-57.518
-33.067,-71.417
-34.594,-58.392
-33.433,-70.635
-34.593,-58.386
-34.717,-56.217
-34.583,-58.4
-34.908,-56.189
-33.733,-70.318
-8.04,-34.93
-34.48,-58.505
-34.524,-56.282
-2.628,-56.732
-34.813,-70.457
-41.102,-72.631
-33.581,-70.599
-38.756,-62.263
-5.06,-42.784
-23.426,-46.481
-35.389,-64.461
-34.563,-58.458
-34.774,-58.214
-21.54,-54.82
-31.19,-60.88
-33.469,-70.642
-26.83,-65.209
-34.612,-58.64
-34.984,-67.674
-34.768,-55.76
-23.53,-46.79
-22.89,-47.17
-30.03,-51.23
-39.273,-71.951
-34.92,-56.159
-33.458,-70.916
-27.638,-48.65
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-25.299,-57.601
-34.612,-58.406
-37.27,-57.767
-27.832,-64.268
-12.06,-77.037
-1.37,-48.37
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-33.437,-70.574
-23.31,-51.17
-33.008,-71.55
-5.08,-42.78
-11.96,-77.074
-34.603,-58.382
-27.657,-62.425
-34.688,-58.552
-34.904,-56.204
-33.413,-70.537
-38.859,-60.064
-34.987,-58.376
-27.593,-48.565
-43.25,-65.3
-0.211,-78.5
-27.052,-55.634
-31.433,-62.083
-33.46,-70.65
-34.6,-58.417
-1.4,-78.417
-2.245,-79.903
-31.4,-64.183
-22.815,-43.245
-31.4,-64.183
-34.594,-58.392
-23.547,-46.658
-38.026,-57.532
-28.55,-56.051
-8.059,-34.891
-31.39,-64.203
-12.044,-77.021
-5.8,-35.23
-34.608,-58.373
-1.767,-79.917
-19.96,-44.03
-34.608,-58.373
-19.9,-43.96
-34.722,-58.329
-31.39,-64.203
-34.451,-58.631
-1.37,-48.37
-34.594,-58.392
-25.46,-49.28
-31.738,-55.979
-27.722,-64.259
-33.379,-70.528
-34.608,-58.373
-5.08,-42.78
-34.563,-58.458
-23.53,-46.79
-23.55,-46.633
0.134,-79.401
-34.833,-62.45
-31.39,-64.203
-40.736,-64.949
-34.745,-56.057
-32.95,-60.66
-34.767,-55.75
-34.598,-58.416
-32.183,-60.2
-25.347,-57.513
-34.93,-58.953
-26.797,-65.223
-34.865,-58.033
-2.183,-79.883
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-1.45,-48.5
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-33.375,-70.64
-33.391,-70.546
-22.892,-47.028
-34.517,-58.5
-33.008,-71.52
-31.6,-60.583
-34.708,-58.422
-24.2,-63.25
-1.79,-78.096
-0.058,-78.319
-17.79,-63.186
-26.2,-56.75
-32.183,-52.167
-31.451,-64.176
-33.423,-70.559
-19.909,-43.89
-34.636,-58.424
-19.917,-43.934
-34.791,-58.275
-32.633,-70.733
-34.782,-58.34
-33.46,-70.65
-2.212,-79.93
-31.411,-57.97
-34.55,-58.508
-17.38,-66.17
-3.12,-60.02
-27.407,-55.903
-34.565,-59.118
-12.105,-77.017
-33.883,-60.564
-22.814,-43.25
-33.751,-61.953
-33.431,-70.589
-29.883,-61.937
-41.102,-72.631
-2.166,-79.911
-27.393,-55.901
-34.612,-58.48
-23.53,-46.79
-34.604,-58.418
-0.95,-80.713
-22.726,-43.535
-22.75,-43.5
-34.484,-58.932
-22.919,-43.214
-33.414,-70.58
-25.46,-49.28
-22.89,-47.17
-33.445,-70.657
-31.64,-60.706
-34.5,-58.75
-34.558,-58.465
-32.878,-68.875
-33.402,-70.579
-0.199,-78.437
-1.45,-48.5
-34.5,-58.483
-23.599,-46.783
-36.829,-73.037